policy_id,customer_id,policy_type,insurance_company,branch,start_date,end_date,policy_duration_years,premium_amount,coverage_amount,vehicle_brand,vehicle_model,vehicle_year,vehicle_value,claim_history,status,payment_type,created_date
7f000dad-f6cb-44c9-afed-bc0303eed554,da78b6e0-7ce4-43ef-8178-e4701124f086,Comprehensive,SecureDrive Insurance,Delhi NCR,2023-04-25,2024-04-24,1,14300,250000,Mahindra,Bolero,2018,250000,3,Active,Upfront,2023-04-25
ef0bb72c-751c-4166-bc13-08be639a9e5f,47e1bf70-e285-4058-9d3d-fef5ef48a4a7,Zero Depreciation,SecureDrive Insurance,Ahmedabad Corporate,2024-10-13,2025-10-13,1,44700,770000,Maruti Suzuki,Ertiga,2023,670000,1,Active,Upfront,2024-10-13
4633adac-51b1-474f-8c04-df77809e9df5,89e4418b-1988-444f-b8e0-5e660e377fcb,Zero Depreciation,SecureDrive Insurance,Lucknow City Center,2025-06-07,2026-06-07,1,26800,450000,Maruti Suzuki,Ertiga,2020,400000,1,Cancelled,Upfront,2025-06-07
df23d2f8-2ab8-48d6-b9e5-bd62ab75d9e8,297ede4f-21b1-4e38-9611-e9cce746eb00,Third Party,SecureDrive Insurance,Bangalore Tech Park,2023-12-27,2024-12-26,1,3600,140000,Tata Motors,Harrier,2020,700000,3,Active,Upfront,2023-12-27
8fada134-b5b4-4b1e-88e0-ada7de42a482,737a3bf6-9393-480c-ad9d-22f135075fbe,Comprehensive,SecureDrive Insurance,Hyderabad Hitech,2025-02-04,2028-02-04,3,45400,940000,Volkswagen,Virtus,2024,940000,3,Expired,Upfront,2025-02-04
4f2ef44d-6968-453c-bcf8-ebf8d5be7176,f4f88aec-ca59-494b-b70d-6b8f41022fc3,Comprehensive,SecureDrive Insurance,Kolkata Central,2025-06-02,2026-06-02,1,15400,260000,Honda,City,2016,240000,3,Active,Upfront,2025-06-02
fb250cbf-263b-4986-b0da-cc7182e3ba6f,2d4e48c3-7fb0-48a2-952d-02b1b3673ee3,Comprehensive,SecureDrive Insurance,Kolkata Central,2023-12-26,2026-12-25,3,16200,370000,Maruti Suzuki,Swift,2022,350000,0,Expired,Upfront,2023-12-26
08738f28-d0ad-4ac8-9d63-a3987e427055,5e4426fe-7414-4d1b-8dd1-f37e3f99cb75,Third Party,SecureDrive Insurance,Delhi NCR,2024-01-01,2024-12-31,1,500,20000,Toyota,Glanza,2015,140000,2,Cancelled,Upfront,2024-01-01
08828743-2b5b-4730-aefc-0e6d5684334e,0cef4c2e-8e41-4c65-976f-0bc2b100d367,Zero Depreciation,SecureDrive Insurance,Hyderabad Hitech,2025-04-16,2026-04-16,1,26700,380000,Maruti Suzuki,Swift,2022,370000,2,Cancelled,Upfront,2025-04-16
d05a20c0-7d9b-488f-811c-6e44a38cbff9,e1334a0e-63bb-440d-ba58-844e07522d00,Comprehensive,SecureDrive Insurance,Mumbai Central,2025-02-20,2026-02-20,1,26400,540000,Toyota,Camry,2017,530000,1,Cancelled,Upfront,2025-02-20
a7702c6c-bf11-4947-972f-2d3175527def,368072a9-c0b2-46e3-84ed-fca1e5db63b2,Third Party,SecureDrive Insurance,Chennai Marina,2025-03-25,2026-03-25,1,700,30000,Maruti Suzuki,Swift,2018,200000,0,Cancelled,Upfront,2025-03-25
be14fb46-9140-42cb-8490-5e9364d1b54d,c0a0fd09-7b45-4671-bf58-2a21059da961,Comprehensive,SecureDrive Insurance,Lucknow City Center,2025-02-20,2026-02-20,1,20900,410000,Mahindra,XUV300,2020,410000,3,Active,Upfront,2025-02-20
e643efc8-2b3a-4fa2-9935-f77859398fce,d21205a1-d470-4e64-a5e4-c3b7caed367c,Third Party,SecureDrive Insurance,Lucknow City Center,2024-09-14,2025-09-14,1,900,30000,Maruti Suzuki,Alto,2019,150000,3,Expired,Upfront,2024-09-14
40456407-241f-40e5-8da7-7adf0968ac87,579a2d5b-d221-4245-9c00-0a2213c7b319,Zero Depreciation,SecureDrive Insurance,Delhi NCR,2023-01-27,2024-01-27,1,11400,170000,Tata Motors,Punch,2016,140000,1,Expired,Upfront,2023-01-27
bbd23f66-0b66-4814-b83b-039fddc78cda,737a3bf6-9393-480c-ad9d-22f135075fbe,Third Party,SecureDrive Insurance,Hyderabad Hitech,2024-07-29,2025-07-29,1,1300,50000,Maruti Suzuki,WagonR,2022,300000,3,Active,Upfront,2024-07-29
e006f025-dfcf-4d90-8fb8-dba5ba4ff816,ba1dfc86-774a-4ffe-914e-1e67732c2be4,Comprehensive,SecureDrive Insurance,Ahmedabad Corporate,2022-07-14,2023-07-14,1,67200,1280000,Toyota,Fortuner,2018,1170000,2,Active,Upfront,2022-07-14
ca95d580-5ce0-4203-b8be-17b16f439c2b,3d4661f3-9d58-415d-b98f-754c7f95215e,Zero Depreciation,SecureDrive Insurance,Chennai Marina,2023-10-18,2024-10-17,1,38800,520000,Hyundai,Creta,2020,490000,3,Cancelled,Upfront,2023-10-18
5dcefd5f-115b-4984-a4a0-13189c3d6b12,83d3ac85-172f-4a2a-a330-0d253108133d,Comprehensive,SecureDrive Insurance,Delhi NCR,2023-08-06,2026-08-05,3,14800,360000,Maruti Suzuki,Swift,2022,380000,0,Cancelled,Upfront,2023-08-06
ddecd434-afbb-4b3e-a15d-92a26832ce73,1e698606-6e12-49df-afca-db9945635c50,Zero Depreciation,SecureDrive Insurance,Jaipur Business Park,2024-08-17,2025-08-17,1,13000,150000,Hyundai,i20,2015,140000,2,Expired,Upfront,2024-08-17
eaf1c6c2-ef9a-4be3-8ffd-900b9bc8a7a6,7b36bd78-1c47-4aa4-8732-08cc6d5eb3e5,Zero Depreciation,SecureDrive Insurance,Chennai Marina,2023-11-08,2024-11-07,1,15300,330000,Maruti Suzuki,WagonR,2022,300000,0,Active,Upfront,2023-11-08
042686b8-623f-44d6-abae-d35f638bf5d5,17fe3dd8-88f1-4d86-a4fc-20e6283eb260,Comprehensive,SecureDrive Insurance,Bangalore Tech Park,2024-03-13,2025-03-13,1,5700,120000,Maruti Suzuki,Swift,2016,130000,0,Active,Upfront,2024-03-13
a6cb8680-142f-4f52-8f1b-0bcaf46d2f10,daaae949-195c-4930-9d81-6fc7d15646df,Third Party,SecureDrive Insurance,Ahmedabad Corporate,2022-11-21,2023-11-21,1,1100,50000,Hyundai,i20,2019,270000,1,Expired,Upfront,2022-11-21
29d51f2f-195b-4524-9b23-b42a17c8106f,e4ef91c5-9f25-432d-a4f5-a9892295040c,Comprehensive,SecureDrive Insurance,Hyderabad Hitech,2023-09-05,2024-09-04,1,28400,480000,Hyundai,Creta,2020,510000,2,Cancelled,Upfront,2023-09-05
6d85e85d-ec33-47c5-b75c-a9e2aead2f86,30237114-bc82-4074-a340-9811c60d03d6,Comprehensive,SecureDrive Insurance,Ahmedabad Corporate,2024-02-29,2027-02-28,3,25600,600000,Tata Motors,Nexon,2024,650000,2,Cancelled,Upfront,2024-02-29
4009df96-6891-4736-9cd8-772cb5a5a4c5,3bb5ce82-74d3-4860-97da-ed4e836a2157,Third Party,SecureDrive Insurance,Lucknow City Center,2024-01-03,2025-01-02,1,1200,50000,Maruti Suzuki,Baleno,2022,410000,1,Active,Upfront,2024-01-03
60d02761-d1f6-46e8-946d-b0d0c2141515,5b37d91b-9976-41e6-a477-ef885ba46802,Comprehensive,SecureDrive Insurance,Ahmedabad Corporate,2024-08-31,2025-08-31,1,5400,90000,Maruti Suzuki,Alto,2016,90000,3,Active,Upfront,2024-08-31
f890b2f6-6657-4baa-9372-a1c54ad0d8ea,0b8e0a73-194d-4a30-85cb-2a9b405279d4,Zero Depreciation,SecureDrive Insurance,Ahmedabad Corporate,2024-10-11,2025-10-11,1,19100,250000,Honda,City,2015,220000,2,Active,Upfront,2024-10-11
2c1b8152-41db-446e-854c-f47913332bdd,71cb7c48-865e-4453-91f6-1fbebc98fe42,Comprehensive,SecureDrive Insurance,Bangalore Tech Park,2023-11-30,2024-11-29,1,10500,240000,Maruti Suzuki,Ertiga,2017,240000,0,Active,Upfront,2023-11-30
91eeefcf-5188-40da-a139-d34e179c2128,cf444721-ac79-4d62-969e-18b4e246d5e8,Comprehensive,SecureDrive Insurance,Mumbai Central,2022-08-18,2023-08-18,1,16100,300000,Hyundai,Alcazar,2017,310000,1,Expired,Upfront,2022-08-18
f9aa6ebb-9a0c-49bf-bd27-086b1a366c30,22b8fc7c-f88c-4435-bede-3a2ee86cddaa,Third Party,SecureDrive Insurance,Bangalore Tech Park,2023-05-06,2024-05-05,1,600,20000,Maruti Suzuki,Alto,2018,130000,2,Expired,Upfront,2023-05-06
92c9e4d9-69ca-434f-9277-0f0d272661a6,9eee592d-57c4-4ad3-ae43-645170d8a6b9,Comprehensive,SecureDrive Insurance,Ahmedabad Corporate,2022-08-13,2023-08-13,1,6100,90000,Maruti Suzuki,WagonR,2015,100000,3,Expired,Upfront,2022-08-13
1456edf1-55cc-40ea-bfeb-e03127e2a706,77f5bf6a-df6c-4121-9fd8-6ba26a31991a,Comprehensive,SecureDrive Insurance,Chennai Marina,2023-07-22,2024-07-21,1,15700,350000,Tata Motors,Harrier,2016,350000,0,Expired,Upfront,2023-07-22
34830ad9-e657-4820-8f50-2105a458f7ef,9741b6ad-87f5-448e-8e13-2ad034d87426,Comprehensive,SecureDrive Insurance,Chennai Marina,2023-07-04,2024-07-03,1,7600,130000,Tata Motors,Altroz,2015,140000,1,Active,Upfront,2023-07-04
a1759c8f-71f2-415b-bf74-48686cbece2d,412b0afe-bd7a-4a00-a6c6-b68e0bce71d9,Comprehensive,SecureDrive Insurance,Ahmedabad Corporate,2023-09-03,2026-09-02,3,37100,840000,Volkswagen,Virtus,2024,910000,1,Active,Upfront,2023-09-03
e2cf25bc-4efe-4107-980c-3bc31bec8d02,5d165327-a397-4707-b5f3-42ed803a7006,Comprehensive,SecureDrive Insurance,Jaipur Business Park,2025-05-07,2028-05-06,3,17800,450000,Tata Motors,Punch,2024,500000,1,Cancelled,Upfront,2025-05-07
81032efc-0c97-42b8-9f70-d0bd5dc0136e,bbfc2088-aa24-4e3f-b134-26d96188eabb,Third Party,SecureDrive Insurance,Bangalore Tech Park,2023-12-27,2024-12-26,1,1300,50000,Maruti Suzuki,Baleno,2021,360000,2,Expired,Upfront,2023-12-27
645eb116-08b6-4430-a7cb-1612b28ad051,e4167bd0-d8e5-42c2-81cb-12704932508b,Comprehensive,SecureDrive Insurance,Ahmedabad Corporate,2022-07-02,2025-07-01,3,14000,300000,Maruti Suzuki,Alto,2023,270000,1,Expired,Upfront,2022-07-02
adbf8969-61b7-4825-ae55-db76153f5266,2831d5d0-772b-4dec-aef4-5bf173eb13e2,Comprehensive,SecureDrive Insurance,Pune IT Park,2023-02-21,2024-02-21,1,22600,300000,Mahindra,Scorpio,2016,300000,3,Expired,Upfront,2023-02-21
7928ab6c-771b-479f-b191-d30ce5cb9e7a,1da2191e-abd4-4650-bcb0-5768833fd4f8,Comprehensive,SecureDrive Insurance,Mumbai Central,2023-02-28,2024-02-28,1,10200,230000,Tata Motors,Nexon,2017,220000,0,Cancelled,Upfront,2023-02-28
0393be38-d032-4810-90c4-618c677aee55,eb7c74a8-f3dd-46e0-96c3-7c88554fa438,Third Party,SecureDrive Insurance,Chennai Marina,2025-05-26,2026-05-26,1,2000,90000,Tata Motors,Safari,2020,740000,1,Active,Upfront,2025-05-26
40099274-f471-42ae-a45c-f164ace1b3e7,c55a1a45-641e-41ad-83f1-a843312d79a9,Comprehensive,SecureDrive Insurance,Chennai Marina,2024-09-29,2025-09-29,1,17200,340000,Hyundai,Venue,2020,360000,3,Cancelled,Upfront,2024-09-29
18179439-cc3a-4c2a-8b1b-0f2b6527e880,cd02bc77-dcfd-4f69-8a05-26e28e5905d2,Zero Depreciation,SecureDrive Insurance,Mumbai Central,2025-05-07,2026-05-07,1,24600,460000,Maruti Suzuki,WagonR,2024,440000,2,Active,Upfront,2025-05-07
4a22b99e-7703-4122-87a9-725bf0ac4e06,ab0a8af9-9080-417d-a9c3-54a7208e8e28,Comprehensive,SecureDrive Insurance,Ahmedabad Corporate,2022-10-01,2023-10-01,1,11800,200000,Hyundai,i20,2017,190000,2,Cancelled,Upfront,2022-10-01
a10e4a03-3f2b-472e-a135-5a03d51db28b,463099d9-6795-4425-978f-cae1ea243593,Comprehensive,SecureDrive Insurance,Chennai Marina,2022-11-07,2023-11-07,1,13300,280000,Hyundai,i20,2019,270000,2,Cancelled,Upfront,2022-11-07
215d5882-f4af-432a-897a-1604e128a664,7aa7c9ba-1526-4be8-a243-6c3c425b08e3,Comprehensive,SecureDrive Insurance,Delhi NCR,2024-04-11,2027-04-11,3,30900,880000,Kia,Seltos,2024,950000,0,Expired,Upfront,2024-04-11
5b944dab-9368-4ada-90ad-c53b89bd59aa,ba742878-9c44-4b30-927f-b0cc7857ee7d,Comprehensive,SecureDrive Insurance,Mumbai Central,2024-04-03,2025-04-03,1,13400,350000,Tata Motors,Altroz,2021,380000,0,Active,Upfront,2024-04-03
f2d236d6-d4f1-4ea0-a149-bc34d852a72d,ba8cfd65-0cab-478e-999d-2e278c8b506f,Comprehensive,SecureDrive Insurance,Hyderabad Hitech,2023-01-18,2024-01-18,1,8700,150000,Maruti Suzuki,WagonR,2017,140000,2,Expired,Upfront,2023-01-18
e01ea018-bc5d-4aeb-9889-01e4b8e6ff69,efe082cd-4479-4031-9f83-63a51e36efac,Comprehensive,SecureDrive Insurance,Chennai Marina,2024-02-28,2025-02-27,1,24700,440000,Maruti Suzuki,Ertiga,2021,460000,3,Expired,Upfront,2024-02-28
34a48da6-4f0e-45cb-9ffc-0a879758d46c,d9a831e0-547a-468e-b509-8404c56abbcd,Zero Depreciation,SecureDrive Insurance,Kolkata Central,2023-04-20,2024-04-19,1,27900,510000,Maruti Suzuki,Baleno,2023,480000,2,Active,Upfront,2023-04-20
2518ff71-5be0-4c00-8f3c-20906b89f4bd,bec34294-4ebb-4f81-81be-09633ed8982f,Third Party,SecureDrive Insurance,Chennai Marina,2024-12-12,2029-12-11,5,2500,120000,Honda,Amaze,2024,610000,3,Cancelled,Upfront,2024-12-12
36c83876-2a16-4a1b-8c4c-39ec25fd7f34,f58cc4fa-33b1-4753-877c-0517434810b0,Comprehensive,SecureDrive Insurance,Kolkata Central,2024-09-11,2025-09-11,1,43600,640000,Toyota,Camry,2018,610000,2,Cancelled,Upfront,2024-09-11
7ea156af-9ed4-4795-b2e4-b897773a3ee8,17eb4d3a-4981-465b-8003-5d3087ee142a,Comprehensive,SecureDrive Insurance,Lucknow City Center,2024-11-11,2025-11-11,1,14900,280000,Tata Motors,Nexon,2019,310000,3,Active,Upfront,2024-11-11
dc9cf98a-1154-4a2d-8556-78fea11dc901,53e18a68-d897-4c78-9979-fd7ba710c087,Comprehensive,SecureDrive Insurance,Bangalore Tech Park,2025-02-13,2028-02-13,3,24000,530000,Maruti Suzuki,Ertiga,2022,560000,1,Expired,Upfront,2025-02-13
be4868f3-4072-4766-bf67-b2fd9411bfc1,c4d3424c-6780-47e4-876c-0c3e0026217c,Comprehensive,SecureDrive Insurance,Kolkata Central,2024-10-01,2027-10-01,3,30100,520000,Hyundai,i20,2023,510000,3,Cancelled,Upfront,2024-10-01
5dde9097-731d-4eb1-bc19-8d5da9d7be00,ab20ee52-5f84-469b-80ef-7976829ac76f,Comprehensive,SecureDrive Insurance,Bangalore Tech Park,2024-01-05,2027-01-04,3,16900,480000,Tata Motors,Punch,2024,500000,0,Cancelled,Upfront,2024-01-05
f2049a41-8f39-4cda-8b00-369bcb795a10,f16a3cd7-0681-487e-a0ca-d0bcd744e077,Third Party,SecureDrive Insurance,Pune IT Park,2024-11-14,2025-11-14,1,2400,90000,Kia,Seltos,2020,480000,3,Expired,Upfront,2024-11-14
ec51f98b-56b6-47ba-89bb-9004c3ffd4dd,739d8fdf-d807-44cb-a023-1bd2ecc9fdfa,Third Party,SecureDrive Insurance,Jaipur Business Park,2024-05-16,2025-05-16,1,600,20000,Tata Motors,Punch,2016,140000,2,Expired,Upfront,2024-05-16
55dea0f2-f6ae-4f7e-ab1e-499ad41cd915,e879fdfc-36e0-42af-a966-707f46fcc569,Comprehensive,SecureDrive Insurance,Lucknow City Center,2022-08-15,2025-08-14,3,13700,370000,Maruti Suzuki,WagonR,2023,350000,0,Expired,Upfront,2022-08-15
6c91d0e2-0cee-45b3-8897-87b6dd209743,d1125d0f-66b0-4016-ba92-c1abb76d15ef,Comprehensive,SecureDrive Insurance,Bangalore Tech Park,2025-01-28,2026-01-28,1,16000,230000,Maruti Suzuki,Ertiga,2017,230000,3,Active,Upfront,2025-01-28
64154e00-70b5-4636-89c6-c4b4f03fa9b6,a1654032-0e7f-4144-a45a-e20fa124533d,Comprehensive,SecureDrive Insurance,Delhi NCR,2023-08-05,2026-08-04,3,66100,1330000,Toyota,Camry,2023,1400000,2,Cancelled,Upfront,2023-08-05
0d5e6d19-2e81-464c-8cdb-fc4d43ea84c5,e58d080d-3df8-4389-a7e6-b5e5ed65e048,Third Party,SecureDrive Insurance,Bangalore Tech Park,2024-07-28,2025-07-28,1,900,40000,Maruti Suzuki,Baleno,2020,300000,0,Cancelled,Upfront,2024-07-28
0cf4c9e9-4a13-4725-bae9-b81b9acbe9b4,f306ee60-3b2b-4952-aa2d-92fe4ad1fcab,Comprehensive,SecureDrive Insurance,Delhi NCR,2025-02-12,2026-02-12,1,7600,150000,Maruti Suzuki,Baleno,2016,160000,0,Active,Upfront,2025-02-12
0c08f2e4-db6b-4e0a-9ea5-23bf2d899209,385617de-c83a-4fc2-bea0-3a63a7ac48b6,Comprehensive,SecureDrive Insurance,Pune IT Park,2022-09-22,2023-09-22,1,12400,200000,Hyundai,i20,2017,200000,2,Expired,Upfront,2022-09-22
14584d35-424e-44c9-aa4e-412359947982,bea9ea5f-40c7-47bc-97f5-f1f8b6c4f912,Comprehensive,SecureDrive Insurance,Kolkata Central,2022-11-28,2025-11-27,3,21800,540000,Mahindra,Bolero,2023,600000,1,Expired,Upfront,2022-11-28
8159ff54-b835-4788-ab31-70c3c47b14d5,eb7c74a8-f3dd-46e0-96c3-7c88554fa438,Third Party,SecureDrive Insurance,Chennai Marina,2023-11-04,2024-11-03,1,3100,160000,Mahindra,XUV700,2023,1040000,0,Cancelled,Upfront,2023-11-04
0977c479-3b11-4102-8b71-f2216dd16063,53e18a68-d897-4c78-9979-fd7ba710c087,Zero Depreciation,SecureDrive Insurance,Bangalore Tech Park,2023-05-10,2024-05-09,1,21900,330000,Hyundai,Creta,2017,290000,0,Active,Upfront,2023-05-10
f9e271a7-f031-4732-a981-34a0850c0f17,ee4540a1-ad65-471b-8eee-55f1623c4eee,Comprehensive,SecureDrive Insurance,Chennai Marina,2024-10-22,2025-10-22,1,15500,390000,Hyundai,i20,2021,360000,0,Active,Upfront,2024-10-22
5e304352-6d49-42a7-8016-31bce37e9db3,ea2d8e81-d7a0-4809-bca7-698b7c4f55af,Comprehensive,SecureDrive Insurance,Delhi NCR,2023-08-17,2024-08-16,1,7200,120000,Maruti Suzuki,WagonR,2017,130000,0,Cancelled,Upfront,2023-08-17
2900618d-742a-4140-a822-cce752848352,17fe3dd8-88f1-4d86-a4fc-20e6283eb260,Third Party,SecureDrive Insurance,Bangalore Tech Park,2022-07-22,2023-07-22,1,700,30000,Maruti Suzuki,Alto,2021,210000,2,Cancelled,Upfront,2022-07-22
c74d1bdf-4612-45f8-bbd0-541d3aedf03a,446878c6-5318-458e-abc4-40e13f4d90c8,Comprehensive,SecureDrive Insurance,Mumbai Central,2023-07-25,2024-07-24,1,9800,150000,Tata Motors,Nexon,2015,160000,3,Expired,Upfront,2023-07-25
fa7f3adf-a111-47cf-af07-25568227150a,3b174a9e-d247-4bc7-bcf4-ce2f9913a467,Comprehensive,SecureDrive Insurance,Delhi NCR,2024-10-25,2027-10-25,3,26000,760000,Maruti Suzuki,Ertiga,2024,730000,0,Expired,Upfront,2024-10-25
5d3da39e-6ea6-4126-ad3d-b58d3e960f1b,64858e27-587c-4c7a-9472-9e3f8a94bc2c,Third Party,SecureDrive Insurance,Hyderabad Hitech,2024-12-28,2025-12-28,1,600,20000,Maruti Suzuki,Baleno,2015,140000,1,Cancelled,Upfront,2024-12-28
07d8dfdd-2cea-4ef4-9d49-597ea94e9867,84444c06-afa6-47e9-aa5e-6d3fad56abd2,Third Party,SecureDrive Insurance,Chennai Marina,2024-02-17,2025-02-16,1,1100,50000,Tata Motors,Altroz,2020,300000,2,Active,Upfront,2024-02-17
ef810336-86cf-4cd2-a4cc-34d8090e36e4,464eaf39-cadd-4b01-9070-eb360dcec905,Comprehensive,SecureDrive Insurance,Hyderabad Hitech,2023-12-29,2024-12-28,1,16700,290000,Maruti Suzuki,Ertiga,2018,290000,2,Active,Upfront,2023-12-29
b1518dcd-ebd9-4c1e-873b-83f2d3417e90,f58cc4fa-33b1-4753-877c-0517434810b0,Comprehensive,SecureDrive Insurance,Kolkata Central,2024-11-29,2025-11-29,1,12100,200000,Maruti Suzuki,Ertiga,2016,200000,0,Expired,Upfront,2024-11-29
191626e9-fbcc-4e7a-85ce-842ecab714fe,99157045-7afe-4607-8af9-bec3ce3db24b,Third Party,SecureDrive Insurance,Mumbai Central,2023-07-27,2024-07-26,1,800,30000,Kia,Sonet,2018,210000,2,Active,Upfront,2023-07-27
4dd5bee6-b791-44ba-8c75-040376f13988,ae462298-bf88-4d7b-acc5-76b53ab6efe6,Third Party,SecureDrive Insurance,Lucknow City Center,2024-02-08,2025-02-07,1,600,20000,Tata Motors,Punch,2015,120000,3,Active,Upfront,2024-02-08
3cebb155-3ca6-4243-bf9d-4e3664f1a8a3,16146410-46b8-4ebc-9d6d-3941a2619357,Comprehensive,SecureDrive Insurance,Kolkata Central,2022-12-07,2023-12-07,1,30600,810000,Toyota,Innova,2020,830000,0,Cancelled,Upfront,2022-12-07
a7d2d8d5-db8c-4ab7-a068-0a94853d5c96,b7c28d87-c61c-4b96-93ac-7dbeab95e0b0,Third Party,SecureDrive Insurance,Ahmedabad Corporate,2023-09-01,2024-08-31,1,1200,40000,Mahindra,Bolero,2017,220000,3,Expired,Upfront,2023-09-01
31e9b194-2b00-47a1-9cc7-27e53b8e036f,1dca4e72-d0c0-4450-983f-475bbe2db6b4,Comprehensive,SecureDrive Insurance,Hyderabad Hitech,2022-06-22,2023-06-22,1,11500,250000,Kia,Sonet,2019,250000,2,Expired,Upfront,2022-06-22
1ef83f81-4db9-4c60-892c-00e7435f7e9c,38a21e5e-d6c5-4ea8-b210-62397c934643,Zero Depreciation,SecureDrive Insurance,Bangalore Tech Park,2023-10-22,2024-10-21,1,89400,1130000,Toyota,Fortuner,2017,980000,1,Expired,Upfront,2023-10-22
3ab91e20-e200-42c3-b0f4-5499c7906e6d,c723df74-4a5b-48da-bfb7-951f4a7b1692,Comprehensive,SecureDrive Insurance,Bangalore Tech Park,2022-08-20,2023-08-20,1,8400,190000,Hyundai,Verna,2016,200000,0,Cancelled,Upfront,2022-08-20
14f00fb8-274f-4568-8d77-d5f687a9f74a,533e398e-65df-428d-bbe3-bf9fc15299b1,Comprehensive,SecureDrive Insurance,Chennai Marina,2022-07-28,2023-07-28,1,21300,390000,Tata Motors,Harrier,2017,390000,1,Expired,Upfront,2022-07-28
2695e675-d4e8-4743-8679-ee6cf79ea231,49778b22-1289-48e8-ba6a-31117265dd93,Comprehensive,SecureDrive Insurance,Lucknow City Center,2024-01-08,2025-01-07,1,9300,240000,Maruti Suzuki,WagonR,2021,250000,0,Expired,Upfront,2024-01-08
12f3a4b6-9879-4561-8119-5a696f3993b4,6d8b9ca4-4c2a-4fd1-a6c7-d06cd69ccd42,Comprehensive,SecureDrive Insurance,Delhi NCR,2024-11-06,2027-11-06,3,17500,370000,Maruti Suzuki,WagonR,2023,370000,3,Cancelled,Upfront,2024-11-06
17867ddc-80cc-4b1d-880f-7da3e1a7c99f,1b29121e-a603-4818-a699-d3ac38e42c34,Zero Depreciation,SecureDrive Insurance,Delhi NCR,2023-04-09,2024-04-08,1,132800,2370000,Kia,Carnival,2024,2130000,3,Cancelled,Upfront,2023-04-09
7374665c-8d61-4dac-8edc-073f9ecb8157,3ee00dab-5756-47de-8f53-6d34a12e83fd,Comprehensive,SecureDrive Insurance,Jaipur Business Park,2025-01-11,2028-01-11,3,21000,470000,Kia,Sonet,2023,510000,1,Expired,Upfront,2025-01-11
7dc1b3c0-c2f0-45b5-b67b-dde8e81dd4d4,fbad87a0-06a9-4545-bf95-2bd6a168e39d,Third Party,SecureDrive Insurance,Lucknow City Center,2024-07-26,2025-07-26,1,800,30000,Maruti Suzuki,Baleno,2017,190000,0,Active,Upfront,2024-07-26
a4420e24-c149-4dca-9455-e3ce0ee1d6a4,bc19b5f8-7088-4141-9da1-af48051ff180,Comprehensive,SecureDrive Insurance,Jaipur Business Park,2024-08-26,2027-08-26,3,15900,430000,Maruti Suzuki,Swift,2023,430000,1,Active,Upfront,2024-08-26
31c515f1-cb3e-4a2e-a147-ebae9f84f140,efe082cd-4479-4031-9f83-63a51e36efac,Third Party,SecureDrive Insurance,Chennai Marina,2024-07-12,2025-07-12,1,600,20000,Hyundai,Verna,2016,210000,2,Cancelled,Upfront,2024-07-12
39bff90c-1ed3-438b-8cfd-aa91e9fd83c5,a9ea3c8a-913c-4b5c-9978-da082a2ca67d,Comprehensive,SecureDrive Insurance,Ahmedabad Corporate,2023-08-03,2024-08-02,1,10000,130000,Maruti Suzuki,Swift,2015,120000,3,Active,Upfront,2023-08-03
8d8a0414-ced3-4d4a-adff-56d712c3a147,2af8e7fd-e13f-4d87-a7e9-573a4f88c56a,Comprehensive,SecureDrive Insurance,Pune IT Park,2022-08-20,2023-08-20,1,11700,260000,Hyundai,Venue,2018,250000,0,Active,Upfront,2022-08-20
76e20420-5af2-43c2-9e7f-599e3fc7d125,0253f517-94be-4586-9167-8d06a2597610,Comprehensive,SecureDrive Insurance,Delhi NCR,2023-07-10,2024-07-09,1,14300,270000,Maruti Suzuki,Baleno,2019,270000,2,Active,Upfront,2023-07-10
11dd2fc3-0f14-4d2c-9cb5-005fb8936563,47aa4ac9-17fe-4850-9f32-35abccc5af17,Third Party,SecureDrive Insurance,Kolkata Central,2022-12-05,2027-12-04,5,1700,100000,Tata Motors,Altroz,2024,620000,1,Active,Upfront,2022-12-05
0668d68e-c73f-49ef-a2c1-6ba5a06db36c,74e469ed-f2aa-4fba-9f05-41faab09f0c4,Comprehensive,SecureDrive Insurance,Kolkata Central,2023-09-02,2026-09-01,3,10600,290000,Maruti Suzuki,Alto,2023,280000,0,Cancelled,Upfront,2023-09-02
03221997-0c7b-4dc5-9b93-1cb98721aadf,5b2f06c1-0cb3-452f-849a-54914cbb2d97,Third Party,SecureDrive Insurance,Lucknow City Center,2023-07-16,2024-07-15,1,200,10000,Maruti Suzuki,Swift,2015,120000,0,Expired,Upfront,2023-07-16
b99a0b4c-4540-4c09-8202-f10d56060bda,ddf28fe9-f3d2-4bd9-adca-25e180f8aa3d,Third Party,SecureDrive Insurance,Lucknow City Center,2023-07-15,2024-07-14,1,2500,110000,Toyota,Innova,2018,570000,0,Cancelled,Upfront,2023-07-15
80f21e30-8459-4ee6-bb1c-25fdb2d268a9,8774884a-acbe-4f21-a55f-a16af4fb170c,Zero Depreciation,SecureDrive Insurance,Lucknow City Center,2023-12-05,2024-12-04,1,11200,170000,Maruti Suzuki,Swift,2017,160000,1,Cancelled,Upfront,2023-12-05
4d3fe141-6b7a-4862-98ce-998fa113ce2f,968453a3-7ad1-49e9-a181-2e09c0fad7ec,Third Party,SecureDrive Insurance,Bangalore Tech Park,2025-01-10,2026-01-10,1,1500,70000,Maruti Suzuki,Ertiga,2023,640000,2,Active,Upfront,2025-01-10
